id,predict_prob
1249,0.4000439368301729
1250,0.5365542890465034
1251,0.38099004791660845
1252,0.4274122190491386
1253,0.4281384575572069
1254,0.4000439368301729
1255,0.5563951497321928
1256,0.44784435891361296
1257,0.4261378795128509
1258,0.4000439368301729
1259,0.5563951497321928
1260,0.4261378795128509
1261,0.4020078290837802
1262,0.40668361634882577
1263,0.5097044465546303
1264,0.5416746725985707
1265,0.42139728096041873
1266,0.38099004791660845
1267,0.4261378795128509
1268,0.42139728096041873
1269,0.007274279487963746
1270,0.43417741370789825
1271,0.007274279487963746
1272,0.4000439368301729
1273,0.38099004791660845
1274,0.40668361634882577
1275,0.4020078290837802
1276,0.5644748827170053
1277,0.40668361634882577
1278,0.4000439368301729
1279,0.007274279487963746
1280,0.007274279487963746
1281,0.007274279487963746
1282,0.4261378795128509
1283,0.42139728096041873
1284,0.4261378795128509
1285,0.45596802383473634
1286,0.40668361634882577
1287,0.4281384575572069
1288,0.4000439368301729
1289,0.4000439368301729
1290,0.43417741370789825
1291,0.4274122190491386
1292,0.4000439368301729
1293,0.5780531721160681
1294,0.4000439368301729
1295,0.5644748827170053
1296,0.4261378795128509
1297,0.4000439368301729
1298,0.4000439368301729
1299,0.5296872195035407
1300,0.5365542890465034
1301,0.40668361634882577
1302,0.5097044465546303
1303,0.44784435891361296
1304,0.40668361634882577
1305,0.4000439368301729
1306,0.4261378795128509
1307,0.5296872195035407
1308,0.007274279487963746
1309,0.5365542890465034
1310,0.4000439368301729
1311,0.4000439368301729
1312,0.38099004791660845
1313,0.5097044465546303
1314,0.4261378795128509
1315,0.38099004791660845
1316,0.40668361634882577
1317,0.007274279487963746
1318,0.4079411352045841
1319,0.4000439368301729
1320,0.4274122190491386
1321,0.5416746725985707
1322,0.4000439368301729
1323,0.38099004791660845
1324,0.4000439368301729
1325,0.43417741370789825
1326,0.5584121914317113
1327,0.5644748827170053
1328,0.4866445714286002
1329,0.007274279487963746
1330,0.007274279487963746
1331,0.5365542890465034
1332,0.38099004791660845
1333,0.4000439368301729
1334,0.4000439368301729
1335,0.4261378795128509
1336,0.43417741370789825
1337,0.4261378795128509
1338,0.5780531721160681
1339,0.007274279487963746
1340,0.5644748827170053
1341,0.4000439368301729
1342,0.4000439368301729
1343,0.44784435891361296
1344,0.5644748827170053
1345,0.38099004791660845
1346,0.453940630800784
1347,0.4261378795128509
1348,0.4000439368301729
1349,0.4866445714286002
1350,0.5097044465546303
1351,0.007274279487963746
1352,0.007274279487963746
1353,0.4261378795128509
1354,0.4000439368301729
1355,0.4020078290837802
1356,0.4000439368301729
1357,0.5296872195035407
1358,0.38099004791660845
1359,0.5365542890465034
1360,0.43417741370789825
1361,0.4000439368301729
1362,0.4000439368301729
1363,0.4261378795128509
1364,0.5563951497321928
1365,0.40668361634882577
1366,0.4000439368301729
1367,0.5296872195035407
1368,0.007274279487963746
1369,0.44784435891361296
1370,0.4000439368301729
1371,0.4000439368301729
1372,0.4000439368301729
1373,0.4000439368301729
1374,0.5296872195035407
1375,0.5365542890465034
1376,0.40668361634882577
1377,0.4281384575572069
1378,0.38099004791660845
1379,0.40668361634882577
1380,0.5584121914317113
1381,0.5365542890465034
1382,0.38099004791660845
1383,0.40668361634882577
1384,0.4000439368301729
1385,0.5365542890465034
1386,0.5780531721160681
1387,0.42139728096041873
1388,0.4261378795128509
1389,0.40668361634882577
1390,0.4261378795128509
1391,0.4274122190491386
1392,0.4866445714286002
1393,0.42139728096041873
1394,0.4261378795128509
1395,0.5148532523617358
1396,0.5416746725985707
1397,0.4000439368301729
1398,0.5135520329966321
1399,0.584047069910975
1400,0.43417741370789825
1401,0.4000439368301729
1402,0.4000439368301729
1403,0.40668361634882577
1404,0.5066575141248219
1405,0.5563951497321928
1406,0.4000439368301729
1407,0.5365542890465034
1408,0.38099004791660845
1409,0.4000439368301729
1410,0.4261378795128509
1411,0.40668361634882577
1412,0.4000439368301729
1413,0.4000439368301729
1414,0.38099004791660845
1415,0.4000439368301729
1416,0.44784435891361296
1417,0.4000439368301729
1418,0.007274279487963746
1419,0.007274279487963746
1420,0.5644748827170053
1421,0.38099004791660845
1422,0.007274279487963746
1423,0.42139728096041873
1424,0.561475482736975
1425,0.4261378795128509
1426,0.4281384575572069
1427,0.43417741370789825
1428,0.38099004791660845
1429,0.4281384575572069
1430,0.40668361634882577
1431,0.4000439368301729
1432,0.44784435891361296
1433,0.4000439368301729
1434,0.4261378795128509
1435,0.40668361634882577
1436,0.42139728096041873
1437,0.4261378795128509
1438,0.42139728096041873
1439,0.38099004791660845
1440,0.5644748827170053
1441,0.5097044465546303
1442,0.4261378795128509
1443,0.5584121914317113
1444,0.4000439368301729
1445,0.5365542890465034
1446,0.5097044465546303
1447,0.40668361634882577
1448,0.44784435891361296
1449,0.44784435891361296
1450,0.4866445714286002
1451,0.4000439368301729
1452,0.5365542890465034
1453,0.44784435891361296
1454,0.4281384575572069
1455,0.4274122190491386
1456,0.4281384575572069
1457,0.4000439368301729
1458,0.4000439368301729
1459,0.40668361634882577
1460,0.4000439368301729
1461,0.4261378795128509
1462,0.5378493499121226
1463,0.007274279487963746
1464,0.4261378795128509
1465,0.38099004791660845
1466,0.4000439368301729
1467,0.4261378795128509
1468,0.4020078290837802
1469,0.4000439368301729
1470,0.453940630800784
1471,0.43417741370789825
1472,0.007274279487963746
1473,0.5644748827170053
1474,0.4261378795128509
1475,0.4000439368301729
1476,0.4020078290837802
1477,0.43417741370789825
1478,0.4281384575572069
1479,0.5563951497321928
1480,0.4000439368301729
1481,0.43417741370789825
1482,0.4000439368301729
1483,0.007940021017843994
1484,0.007274279487963746
1485,0.007274279487963746
1486,0.5135520329966321
1487,0.44784435891361296
1488,0.007274279487963746
1489,0.4020078290837802
1490,0.5563951497321928
1491,0.007274279487963746
1492,0.4000439368301729
1493,0.4000439368301729
1494,0.4261378795128509
1495,0.4281384575572069
1496,0.4000439368301729
1497,0.5365542890465034
1498,0.38099004791660845
1499,0.453940630800784
1500,0.42139728096041873
1501,0.43417741370789825
1502,0.007274279487963746
1503,0.4261378795128509
1504,0.4000439368301729
1505,0.40668361634882577
1506,0.40668361634882577
1507,0.4020078290837802
1508,0.4261378795128509
1509,0.5365542890465034
1510,0.453940630800784
1511,0.4020078290837802
1512,0.453940630800784
1513,0.007274279487963746
1514,0.38099004791660845
1515,0.453940630800784
1516,0.4274122190491386
1517,0.38099004791660845
1518,0.4020078290837802
1519,0.4281384575572069
1520,0.5780531721160681
1521,0.007274279487963746
1522,0.44784435891361296
1523,0.44784435891361296
1524,0.4079411352045841
1525,0.4261378795128509
1526,0.4000439368301729
1527,0.4020078290837802
1528,0.38099004791660845
1529,0.5416746725985707
1530,0.4000439368301729
1531,0.5584121914317113
1532,0.4079411352045841
1533,0.5584121914317113
1534,0.007274279487963746
1535,0.4261378795128509
1536,0.40668361634882577
1537,0.5563951497321928
1538,0.4281384575572069
1539,0.38099004791660845
1540,0.44784435891361296
1541,0.38099004791660845
1542,0.5416746725985707
1543,0.40668361634882577
1544,0.4261378795128509
1545,0.5135520329966321
1546,0.4261378795128509
1547,0.4261378795128509
1548,0.38099004791660845
1549,0.4261378795128509
1550,0.4000439368301729
1551,0.38099004791660845
1552,0.4261378795128509
1553,0.40668361634882577
1554,0.43417741370789825
1555,0.40668361634882577
1556,0.007940021017843994
1557,0.38099004791660845
1558,0.4000439368301729
1559,0.42139728096041873
1560,0.4000439368301729
1561,0.38099004791660845
1562,0.007274279487963746
1563,0.5365542890465034
1564,0.44784435891361296
1565,0.5097044465546303
1566,0.4020078290837802
1567,0.44784435891361296
1568,0.4000439368301729
1569,0.4000439368301729
1570,0.4000439368301729
1571,0.4000439368301729
1572,0.4020078290837802
1573,0.4000439368301729
1574,0.42139728096041873
1575,0.5416746725985707
1576,0.4000439368301729
1577,0.4274122190491386
1578,0.4000439368301729
1579,0.40668361634882577
1580,0.44784435891361296
1581,0.4281384575572069
1582,0.4261378795128509
1583,0.007274279487963746
1584,0.4000439368301729
1585,0.4866445714286002
1586,0.4000439368301729
1587,0.40668361634882577
1588,0.38099004791660845
1589,0.40668361634882577
1590,0.40668361634882577
1591,0.4261378795128509
1592,0.38099004791660845
1593,0.4000439368301729
1594,0.5416746725985707
1595,0.43417741370789825
1596,0.4281384575572069
1597,0.4000439368301729
1598,0.5296872195035407
1599,0.40668361634882577
1600,0.40668361634882577
1601,0.40668361634882577
1602,0.44784435891361296
1603,0.4281384575572069
1604,0.5416746725985707
1605,0.4000439368301729
1606,0.006718323115811764
1607,0.42139728096041873
1608,0.007274279487963746
1609,0.5563951497321928
1610,0.5584121914317113
1611,0.5148532523617358
1612,0.4000439368301729
1613,0.44784435891361296
1614,0.4261378795128509
1615,0.4000439368301729
1616,0.4261378795128509
1617,0.4261378795128509
1618,0.4281384575572069
1619,0.5563951497321928
1620,0.4000439368301729
1621,0.42139728096041873
1622,0.43417741370789825
1623,0.4000439368301729
1624,0.5365542890465034
1625,0.4000439368301729
1626,0.44784435891361296
1627,0.5135520329966321
1628,0.44784435891361296
1629,0.4000439368301729
1630,0.4000439368301729
1631,0.5097044465546303
1632,0.4000439368301729
1633,0.5365542890465034
1634,0.4261378795128509
1635,0.44784435891361296
1636,0.4274122190491386
1637,0.4000439368301729
1638,0.5644748827170053
1639,0.4261378795128509
1640,0.38099004791660845
1641,0.5780531721160681
1642,0.4261378795128509
1643,0.43417741370789825
1644,0.40668361634882577
1645,0.4000439368301729
1646,0.007274279487963746
1647,0.5335215071488534
1648,0.40668361634882577
1649,0.5365542890465034
1650,0.4261378795128509
1651,0.4000439368301729
1652,0.40668361634882577
1653,0.38099004791660845
1654,0.007940021017843994
1655,0.5644748827170053
1656,0.4000439368301729
1657,0.007274279487963746
1658,0.007274279487963746
1659,0.42139728096041873
1660,0.42139728096041873
1661,0.40668361634882577
1662,0.453940630800784
1663,0.4261378795128509
1664,0.5780531721160681
1665,0.40668361634882577
1666,0.007940021017843994
1667,0.38099004791660845
1668,0.42139728096041873
1669,0.007274279487963746
1670,0.4000439368301729
1671,0.5416746725985707
1672,0.45596802383473634
1673,0.40668361634882577
1674,0.5365542890465034
1675,0.38099004791660845
1676,0.42139728096041873
1677,0.4079411352045841
1678,0.007940021017843994
1679,0.38099004791660845
1680,0.4000439368301729
1681,0.4000439368301729
1682,0.5644748827170053
1683,0.4000439368301729
1684,0.4281384575572069
1685,0.42139728096041873
1686,0.5365542890465034
1687,0.4261378795128509
1688,0.5365542890465034
1689,0.42139728096041873
1690,0.40668361634882577
1691,0.4261378795128509
1692,0.44784435891361296
1693,0.38099004791660845
1694,0.4261378795128509
1695,0.5365542890465034
1696,0.007274279487963746
1697,0.5584121914317113
1698,0.38099004791660845
1699,0.4261378795128509
1700,0.4281384575572069
1701,0.4866445714286002
1702,0.4261378795128509
1703,0.5563951497321928
1704,0.4261378795128509
1705,0.4000439368301729
1706,0.40668361634882577
1707,0.5378493499121226
1708,0.4000439368301729
1709,0.4000439368301729
1710,0.4000439368301729
1711,0.40668361634882577
1712,0.43417741370789825
1713,0.4274122190491386
1714,0.4000439368301729
1715,0.007274279487963746
1716,0.5584121914317113
1717,0.44784435891361296
1718,0.5416746725985707
1719,0.5135520329966321
1720,0.4000439368301729
1721,0.5416746725985707
1722,0.4000439368301729
1723,0.007274279487963746
1724,0.453940630800784
1725,0.4261378795128509
1726,0.5365542890465034
1727,0.4000439368301729
1728,0.5365542890465034
1729,0.007940021017843994
1730,0.38099004791660845
1731,0.007274279487963746
1732,0.4000439368301729
1733,0.44784435891361296
1734,0.007274279487963746
1735,0.5563951497321928
1736,0.4000439368301729
1737,0.007274279487963746
1738,0.4274122190491386
1739,0.5365542890465034
1740,0.4000439368301729
1741,0.4000439368301729
1742,0.44784435891361296
1743,0.4020078290837802
1744,0.007274279487963746
1745,0.5097044465546303
1746,0.453940630800784
1747,0.4261378795128509
1748,0.007274279487963746
1749,0.4000439368301729
1750,0.4000439368301729
1751,0.4000439368301729
1752,0.4000439368301729
1753,0.4281384575572069
1754,0.007274279487963746
1755,0.5097044465546303
1756,0.4000439368301729
1757,0.38099004791660845
1758,0.4000439368301729
1759,0.5644748827170053
1760,0.4000439368301729
1761,0.453940630800784
1762,0.4281384575572069
1763,0.5416746725985707
1764,0.43417741370789825
1765,0.38099004791660845
1766,0.4000439368301729
1767,0.43417741370789825
1768,0.5365542890465034
1769,0.44784435891361296
1770,0.5097044465546303
1771,0.007274279487963746
1772,0.4261378795128509
1773,0.44784435891361296
1774,0.38099004791660845
1775,0.4020078290837802
1776,0.4000439368301729
1777,0.4000439368301729
1778,0.5365542890465034
1779,0.5563951497321928
1780,0.4000439368301729
1781,0.007940021017843994
1782,0.4261378795128509
1783,0.44784435891361296
1784,0.4281384575572069
1785,0.40668361634882577
1786,0.5148532523617358
1787,0.4281384575572069
1788,0.42139728096041873
1789,0.4000439368301729
1790,0.43417741370789825
1791,0.4000439368301729
1792,0.007274279487963746
1793,0.40668361634882577
1794,0.5365542890465034
1795,0.007274279487963746
1796,0.4261378795128509
1797,0.4261378795128509
1798,0.5365542890465034
1799,0.40668361634882577
1800,0.4261378795128509
1801,0.40668361634882577
1802,0.4000439368301729
1803,0.38099004791660845
1804,0.4000439368301729
1805,0.4261378795128509
1806,0.5563951497321928
1807,0.40668361634882577
1808,0.4079411352045841
1809,0.4261378795128509
1810,0.38099004791660845
1811,0.4261378795128509
1812,0.5584121914317113
1813,0.5584121914317113
1814,0.4261378795128509
1815,0.4281384575572069
1816,0.4000439368301729
1817,0.4000439368301729
1818,0.5148532523617358
1819,0.5365542890465034
1820,0.4000439368301729
1821,0.007274279487963746
1822,0.4000439368301729
1823,0.4000439368301729
1824,0.007274279487963746
1825,0.007274279487963746
1826,0.5644748827170053
1827,0.4079411352045841
1828,0.007274279487963746
1829,0.4000439368301729
1830,0.007940021017843994
1831,0.4000439368301729
1832,0.5148532523617358
1833,0.4261378795128509
1834,0.4281384575572069
1835,0.007274279487963746
1836,0.38099004791660845
1837,0.4000439368301729
1838,0.38099004791660845
1839,0.5416746725985707
1840,0.4000439368301729
1841,0.40668361634882577
1842,0.5365542890465034
1843,0.4261378795128509
1844,0.40668361634882577
1845,0.4261378795128509
1846,0.4000439368301729
1847,0.42139728096041873
1848,0.4261378795128509
1849,0.453940630800784
1850,0.40668361634882577
